Rk,Year,Tm,Lg,W,L,Finish,Playoffs,Stadium,Attendance,Attend/G,Rank,Est. Payroll,PPF,BPF
15,2000,Boston Red Sox,AL East,85,77,2,,Fenway Park,2585895,31925,6th of 14,$79975333,103,103
16,1999,Boston Red Sox,AL East,94,68,2,Lost ALCS (4-1),Fenway Park,2446162,30200,6th of 14,$64097500,103,104
17,1998,Boston Red Sox,AL East,92,70,2,Lost LDS (3-1),Fenway Park,2314704,28577,9th of 14,$56927000,101,102
18,1997,Boston Red Sox,AL East,78,84,4,,Fenway Park,2226136,27483,7th of 14,$43558750,102,102
19,1996,Boston Red Sox,AL East,85,77,3,,Fenway Park,2315231,28583,6th of 14,$42393500,101,101
20,1995,Boston Red Sox,AL East,86,58,1,Lost LDS (3-0),Fenway Park,2164410,30061,4th of 14,$32455518,103,103
21,1994,Boston Red Sox,AL East,54,61,4,,Fenway Park,1775818,27747,5th of 14,$37859084,104,104
22,1993,Boston Red Sox,AL East,80,82,5,,Fenway Park,2422021,29901,4th of 14,$37120583,107,106
23,1992,Boston Red Sox,AL East,73,89,7,,Fenway Park,2468574,30476,6th of 14,$43610584,106,106
24,1991,Boston Red Sox,AL East,84,78,2,,Fenway Park,2562435,31635,4th of 14,$35167500,105,105
25,1990,Boston Red Sox,AL East,88,74,1,Lost ALCS (4-0),Fenway Park,2528986,31222,4th of 14,$20858333,104,104
26,1989,Boston Red Sox,AL East,83,79,3,,Fenway Park,2510012,30988,5th of 14,$18556748,106,107
27,1988,Boston Red Sox,AL East,89,73,1,Lost ALCS (4-0),Fenway Park,2464851,30430,4th of 14,$14687092,104,104
28,1987,Boston Red Sox,AL East,78,84,5,,Fenway Park,2231551,27894,5th of 14,$13770171,102,102
29,1986,Boston Red Sox,AL East,95,66,1,Lost WS (4-3),Fenway Park,2147641,26514,5th of 14,$14402239,100,100
30,1985,Boston Red Sox,AL East,81,81,5,,Fenway Park,1786633,22057,7th of 14,$10897560,103,104
31,1984,Boston Red Sox,AL East,86,76,4,,Fenway Park,1661618,20514,8th of 14,,104,105
32,1983,Boston Red Sox,AL East,78,84,6,,Fenway Park,1782285,22004,9th of 14,,107,107
33,1982,Boston Red Sox,AL East,89,73,3,,Fenway Park,1950124,24076,5th of 14,,106,106
34,1981,Boston Red Sox,AL East,59,49,5,,Fenway Park,1060379,20007,6th of 14,,106,106
35,1980,Boston Red Sox,AL East,83,77,5,,Fenway Park,1956092,24149,4th of 14,,105,106
36,1979,Boston Red Sox,AL East,91,69,3,,Fenway Park,2353114,29414,3rd of 14,,105,106
37,1978,Boston Red Sox,AL East,99,64,2,,Fenway Park,2320643,28301,2nd of 14,,110,112
38,1977,Boston Red Sox,AL East,97,64,2,,Fenway Park,2074549,25932,2nd of 14,,111,113
39,1976,Boston Red Sox,AL East,83,79,3,,Fenway Park,1895846,23406,2nd of 12,,112,113
40,1975,Boston Red Sox,AL East,95,65,1,Lost WS (4-3),Fenway Park,1748587,21587,1st of 12,,109,109
41,1974,Boston Red Sox,AL East,84,78,3,,Fenway Park,1556411,19215,1st of 12,,107,108
42,1973,Boston Red Sox,AL East,89,73,2,,Fenway Park,1481002,18284,2nd of 12,,105,106
43,1972,Boston Red Sox,AL East,85,70,2,,Fenway Park,1441718,18484,2nd of 12,,105,106
44,1971,Boston Red Sox,AL East,85,77,3,,Fenway Park,1678732,20984,1st of 12,,107,108
45,1970,Boston Red Sox,AL East,87,75,3,,Fenway Park,1595278,19695,1st of 12,,107,108
46,1969,Boston Red Sox,AL East,87,75,3,,Fenway Park,1833246,22633,1st of 12,,106,106
47,1968,Boston Red Sox,AL,86,76,4,,Fenway Park,1940788,23960,2nd of 10,,107,107
48,1967,Boston Red Sox,AL,92,70,1,Lost WS (4-3),Fenway Park,1727832,21331,1st of 10,,109,109
49,1966,Boston Red Sox,AL,72,90,9,,Fenway Park,811172,10014,8th of 10,,111,111
50,1965,Boston Red Sox,AL,62,100,9,,Fenway Park,652201,8052,7th of 10,,108,106
51,1964,Boston Red Sox,AL,72,90,8,,Fenway Park,883276,10905,5th of 10,,107,105
52,1963,Boston Red Sox,AL,76,85,7,,Fenway Park,942642,11783,4th of 10,,104,103
53,1962,Boston Red Sox,AL,76,84,8,,Fenway Park,733080,9279,7th of 10,,104,103
54,1961,Boston Red Sox,AL,76,86,6,,Fenway Park,850589,10373,6th of 10,,103,101
55,1960,Boston Red Sox,AL,65,89,7,,Fenway Park,1129866,14674,5th of 8,,104,103
56,1959,Boston Red Sox,AL,75,79,5,,Fenway Park,984102,12781,5th of 8,,104,104
57,1958,Boston Red Sox,AL,79,75,3,,Fenway Park,1077047,13988,3rd of 8,,106,106
58,1957,Boston Red Sox,AL,82,72,3,,Fenway Park,1181087,15339,3rd of 8,,105,106
59,1956,Boston Red Sox,AL,84,70,4,,Fenway Park,1137158,14579,2nd of 8,,111,112
60,1955,Boston Red Sox,AL,84,70,4,,Fenway Park,1203200,15426,4th of 8,,109,109
61,1954,Boston Red Sox,AL,69,85,4,,Fenway Park,931127,11786,6th of 8,,111,111
62,1953,Boston Red Sox,AL,84,69,4,,Fenway Park,1026133,13502,4th of 8,,104,104
63,1952,Boston Red Sox,AL,76,78,6,,Fenway Park,1115750,14490,4th of 8,,107,107
64,1951,Boston Red Sox,AL,87,67,3,,Fenway Park,1312282,17497,4th of 8,,108,110
65,1950,Boston Red Sox,AL,94,60,3,,Fenway Park,1344080,17456,4th of 8,,108,110
66,1949,Boston Red Sox,AL,96,58,2,,Fenway Park,1596650,20736,4th of 8,,104,108
67,1948,Boston Red Sox,AL,96,59,2,,Fenway Park,1558798,19985,4th of 8,,102,105
68,1947,Boston Red Sox,AL,83,71,3,,Fenway Park,1427315,17621,3rd of 8,,104,107
69,1946,Boston Red Sox,AL,104,50,1,Lost WS (4-3),Fenway Park,1416944,18166,3rd of 8,,104,106
70,1945,Boston Red Sox,AL,71,83,7,,Fenway Park,603794,7741,5th of 8,,101,102
71,1944,Boston Red Sox,AL,77,77,4,,Fenway Park,506975,6500,7th of 8,,100,99
72,1943,Boston Red Sox,AL,68,84,7,,Fenway Park,358275,4653,7th of 8,,101,102
73,1942,Boston Red Sox,AL,93,59,2,,Fenway Park,730340,9485,2nd of 8,,102,104
74,1941,Boston Red Sox,AL,84,70,2,,Fenway Park,718497,9331,3rd of 8,,100,102
75,1940,Boston Red Sox,AL,82,72,4,,Fenway Park,716234,9066,4th of 8,,102,104
76,1939,Boston Red Sox,AL,89,62,2,,Fenway Park,573070,7641,4th of 8,,102,104
77,1938,Boston Red Sox,AL,88,61,2,,Fenway Park,646459,8619,3rd of 8,,103,105
78,1937,Boston Red Sox,AL,80,72,5,,Fenway Park,559659,7563,4th of 8,,104,105
79,1936,Boston Red Sox,AL,74,80,6,,Fenway Park,626895,8141,3rd of 8,,105,106
80,1935,Boston Red Sox,AL,78,75,4,,Fenway Park,558568,7070,3rd of 8,,106,106
81,1934,Boston Red Sox,AL,76,76,4,,Fenway Park,610640,7930,3rd of 8,,105,104
82,1933,Boston Red Sox,AL,63,86,7,,Fenway Park,268715,3732,7th of 8,,103,102
83,1932,Boston Red Sox,AL,43,111,8,,Fenway Park &  Braves Field,182150,2366,7th of 8,,99,94
84,1931,Boston Red Sox,AL,62,90,6,,Fenway Park &  Braves Field,350975,4387,7th of 8,,98,94
85,1930,Boston Red Sox,AL,52,102,8,,Fenway Park &  Braves Field,444045,5843,6th of 8,,99,95
86,1929,Boston Red Sox,AL,58,96,8,,Fenway Park &  Braves Field,394620,5059,6th of 8,,100,97
87,1928,Boston Red Sox,AL,57,96,8,,Fenway Park,396920,5364,5th of 8,,100,96
88,1927,Boston Red Sox,AL,51,103,8,,Fenway Park,305275,3914,7th of 8,,102,97
89,1926,Boston Red Sox,AL,46,107,8,,Fenway Park,285155,3703,7th of 8,,101,96
90,1925,Boston Red Sox,AL,47,105,8,,Fenway Park,267782,3570,8th of 8,,103,99
91,1924,Boston Red Sox,AL,67,87,7,,Fenway Park,448556,5825,8th of 8,,103,99
92,1923,Boston Red Sox,AL,61,91,8,,Fenway Park,229688,2945,8th of 8,,102,100
93,1922,Boston Red Sox,AL,61,93,8,,Fenway Park,259184,3550,8th of 8,,101,99
94,1921,Boston Red Sox,AL,75,79,5,,Fenway Park,279273,3627,8th of 8,,99,97
95,1920,Boston Red Sox,AL,72,81,5,,Fenway Park,402445,5295,6th of 8,,96,96
96,1919,Boston Red Sox,AL,66,71,6,,Fenway Park,417291,6323,5th of 8,,94,95
97,1918,Boston Red Sox,AL,75,51,1,Won WS (4-2),Fenway Park,249513,3564,3rd of 8,,97,99
98,1917,Boston Red Sox,AL,90,62,2,,Fenway Park,387856,4848,4th of 8,,97,99
99,1916,Boston Red Sox,AL,91,63,1,Won WS (4-1),Fenway Park &  Braves Field,496397,6364,3rd of 8,,98,101
100,1915,Boston Red Sox,AL,101,50,1,Won WS (4-1),Fenway Park,539885,7104,1st of 8,,95,97
101,1914,Boston Red Sox,AL,91,62,2,,Fenway Park,481359,6093,1st of 8,,99,101
102,1913,Boston Red Sox,AL,79,71,4,,Fenway Park,437194,5829,4th of 8,,100,103
103,1912,Boston Red Sox,AL,105,47,1,Won WS (4-3),Fenway Park,597096,7655,1st of 8,,102,105
104,1911,Boston Red Sox,AL,78,75,5,,Huntington Avenue Baseball Grounds,503961,6631,3rd of 8,,98,99
105,1910,Boston Red Sox,AL,81,72,4,,Huntington Avenue Baseball Grounds,584619,7308,2nd of 8,,101,103
106,1909,Boston Red Sox,AL,88,63,3,,Huntington Avenue Baseball Grounds,668965,8920,2nd of 8,,102,103
107,1908,Boston Red Sox,AL,75,79,5,,Huntington Avenue Baseball Grounds,473048,6143,3rd of 8,,102,102
108,1907,Boston Americans,AL,59,90,7,,Huntington Avenue Baseball Grounds,436777,5600,3rd of 8,,101,99
109,1906,Boston Americans,AL,49,105,8,,Huntington Avenue Baseball Grounds,410209,5327,4th of 8,,102,99
110,1905,Boston Americans,AL,78,74,4,,Huntington Avenue Baseball Grounds,468828,6089,3rd of 8,,101,101
111,1904,Boston Americans,AL,95,59,1,,Huntington Avenue Baseball Grounds,623295,7695,1st of 8,,103,106
112,1903,Boston Americans,AL,91,47,1,Won WS (5-3),Huntington Avenue Baseball Grounds,379338,5419,3rd of 8,,102,105
113,1902,Boston Americans,AL,77,60,3,,Huntington Avenue Baseball Grounds,348567,4909,2nd of 8,,99,102
114,1901,Boston Americans,AL,79,57,2,,Huntington Avenue Baseball Grounds,289448,4195,2nd of 8,,97,99

1,2014,New York Yankees,AL East,84,78,2,,Yankee Stadium III,3401624,41995,1st of 15,$207843459,101,100
2,2013,New York Yankees,AL East,85,77,3,,Yankee Stadium III,3279589,40489,1st of 15,$246044750,100,100
3,2012,New York Yankees,AL East,95,67,1,Lost ALCS (4-0),Yankee Stadium III,3542406,43733,1st of 14,$197977900,103,104
4,2011,New York Yankees,AL East,97,65,1,Lost LDS (3-2),Yankee Stadium III,3653680,45107,1st of 14,$206275028,105,106
5,2010,New York Yankees,AL East,95,67,2,Lost ALCS (4-2),Yankee Stadium III,3765807,46491,1st of 14,$210733389,104,106
6,2009,New York Yankees,AL East,103,59,1,Won WS (4-2),Yankee Stadium III,3719358,45918,1st of 14,$210330039,103,105
7,2008,New York Yankees,AL East,89,73,3,,Yankee Stadium II,4298655,53070,1st of 14,$212286789,101,103
8,2007,New York Yankees,AL East,94,68,2,Lost LDS (3-1),Yankee Stadium II,4271083,52729,1st of 14,$207039045,100,101
9,2006,New York Yankees,AL East,97,65,1,Lost LDS (3-1),Yankee Stadium II,4248067,52445,1st of 14,$194663079,99,101
10,2005,New York Yankees,AL East,95,67,1,Lost LDS (3-2),Yankee Stadium II,4090696,50502,1st of 14,$208306817,97,98
11,2004,New York Yankees,AL East,101,61,1,Lost ALCS (4-3),Yankee Stadium II,3775292,46609,1st of 14,$184193950,97,98
12,2003,New York Yankees,AL East,101,61,1,Lost WS (4-2),Yankee Stadium II,3465600,42263,1st of 14,$152749814,97,98
13,2002,New York Yankees,AL East,103,58,1,Lost LDS (3-1),Yankee Stadium II,3465807,43323,2nd of 14,$125928583,99,100
14,2001,New York Yankees,AL East,95,65,1,Lost WS (4-3),Yankee Stadium II,3264907,40811,2nd of 14,$112787143,100,101
15,2000,New York Yankees,AL East,87,74,1,Won WS (4-1),Yankee Stadium II,3055435,38193,3rd of 14,$93113260,98,99
16,1999,New York Yankees,AL East,98,64,1,Won WS (4-0),Yankee Stadium II,3292736,40651,3rd of 14,$86934359,96,98
17,1998,New York Yankees,AL East,114,48,1,Won WS (4-0),Yankee Stadium II &  Shea Stadium,2955193,36484,3rd of 14,$66806867,95,97
18,1997,New York Yankees,AL East,96,66,2,Lost LDS (3-2),Yankee Stadium II,2580325,32254,6th of 14,$62241545,98,100
19,1996,New York Yankees,AL East,92,70,1,Won WS (4-2),Yankee Stadium II,2250877,28136,7th of 14,$54191792,100,101
20,1995,New York Yankees,AL East,79,65,2,Lost LDS (3-2),Yankee Stadium II,1705263,23360,7th of 14,$48874851,98,99
21,1994,New York Yankees,AL East,70,43,1,,Yankee Stadium II,1675556,29396,7th of 14,$46040334,95,96
22,1993,New York Yankees,AL East,88,74,2,,Yankee Stadium II,2416942,29839,5th of 14,$42624900,96,97
23,1992,New York Yankees,AL East,76,86,4,,Yankee Stadium II,1748737,21589,11th of 14,$37652334,99,99
24,1991,New York Yankees,AL East,71,91,5,,Yankee Stadium II,1863733,23009,11th of 14,$27344168,101,100
25,1990,New York Yankees,AL East,67,95,7,,Yankee Stadium II,2006436,24771,8th of 14,$21312318,101,100
26,1989,New York Yankees,AL East,74,87,5,,Yankee Stadium II,2170485,26796,8th of 14,$17114375,100,99
27,1988,New York Yankees,AL East,85,76,5,,Yankee Stadium II,2633701,32921,2nd of 14,$20371152,99,99
28,1987,New York Yankees,AL East,89,73,4,,Yankee Stadium II,2427672,29971,3rd of 14,$19457714,99,99
29,1986,New York Yankees,AL East,90,72,2,,Yankee Stadium II,2268030,28350,4th of 14,$18494253,98,99
30,1985,New York Yankees,AL East,97,64,2,,Yankee Stadium II,2214587,27682,4th of 14,$14238204,97,98
31,1984,New York Yankees,AL East,87,75,3,,Yankee Stadium II,1821815,22492,6th of 14,,95,96
32,1983,New York Yankees,AL East,91,71,3,,Yankee Stadium II,2257976,27876,3rd of 14,,95,96
33,1982,New York Yankees,AL East,79,83,5,,Yankee Stadium II,2041219,25200,3rd of 14,,97,98
34,1981,New York Yankees,AL East,59,48,4,Lost WS (4-2),Yankee Stadium II,1614353,31654,1st of 14,,97,98
35,1980,New York Yankees,AL East,103,59,1,Lost ALCS (3-0),Yankee Stadium II,2627417,32437,1st of 14,,97,98
36,1979,New York Yankees,AL East,89,71,4,,Yankee Stadium II,2537765,31330,1st of 14,,96,98
37,1978,New York Yankees,AL East,100,63,1,Won WS (4-2),Yankee Stadium II,2335871,28838,1st of 14,,96,97
38,1977,New York Yankees,AL East,100,62,1,Won WS (4-2),Yankee Stadium II,2103092,25964,1st of 14,,97,99
39,1976,New York Yankees,AL East,97,62,1,Lost WS (4-0),Yankee Stadium IIx,2012434,25155,1st of 12,,98,99
40,1975,New York Yankees,AL East,83,77,3,,Shea Stadium,1288048,16513,2nd of 12,,98,99
41,1974,New York Yankees,AL East,89,73,2,,Shea Stadium,1273075,15717,2nd of 12,,98,99
42,1973,New York Yankees,AL East,80,82,4,,Yankee Stadium I,1262103,15582,5th of 12,,96,96
43,1972,New York Yankees,AL East,79,76,4,,Yankee Stadium I,966328,12550,4th of 12,,96,97
44,1971,New York Yankees,AL East,82,80,4,,Yankee Stadium I,1070771,13219,3rd of 12,,94,94
45,1970,New York Yankees,AL East,93,69,2,,Yankee Stadium I,1136879,14036,4th of 12,,95,95
46,1969,New York Yankees,AL East,80,81,5,,Yankee Stadium I,1067996,13350,4th of 12,,96,96
47,1968,New York Yankees,AL,83,79,5,,Yankee Stadium I,1185666,14459,3rd of 10,,96,95
48,1967,New York Yankees,AL,72,90,9,,Yankee Stadium I,1259514,15360,5th of 10,,96,95
49,1966,New York Yankees,AL,70,89,10,,Yankee Stadium I,1124648,13715,4th of 10,,96,95
50,1965,New York Yankees,AL,77,85,6,,Yankee Stadium I,1213552,14621,2nd of 10,,98,99
51,1964,New York Yankees,AL,99,63,1,Lost WS (4-3),Yankee Stadium I,1305638,16119,1st of 10,,100,102
52,1963,New York Yankees,AL,104,57,1,Lost WS (4-0),Yankee Stadium I,1308920,16362,2nd of 10,,97,99
53,1962,New York Yankees,AL,96,66,1,Won WS (4-3),Yankee Stadium I,1493574,18670,1st of 10,,95,98
54,1961,New York Yankees,AL,109,53,1,Won WS (4-1),Yankee Stadium I,1747725,21577,1st of 10,,92,95
55,1960,New York Yankees,AL,97,57,1,Lost WS (4-3),Yankee Stadium I,1627349,21134,2nd of 8,,93,95
56,1959,New York Yankees,AL,79,75,3,,Yankee Stadium I,1552030,20156,1st of 8,,94,96
57,1958,New York Yankees,AL,92,62,1,Won WS (4-3),Yankee Stadium I,1428438,18313,1st of 8,,94,96
58,1957,New York Yankees,AL,98,56,1,Lost WS (4-3),Yankee Stadium I,1497134,19443,1st of 8,,95,99
59,1956,New York Yankees,AL,97,57,1,Won WS (4-3),Yankee Stadium I,1491784,19374,1st of 8,,93,97
60,1955,New York Yankees,AL,96,58,1,Lost WS (4-3),Yankee Stadium I,1490138,19352,1st of 8,,95,99
61,1954,New York Yankees,AL,103,51,2,,Yankee Stadium I,1475171,18912,1st of 8,,93,97
62,1953,New York Yankees,AL,99,52,1,Won WS (4-2),Yankee Stadium I,1537811,19972,1st of 8,,92,96
63,1952,New York Yankees,AL,95,59,1,Won WS (4-3),Yankee Stadium I,1629665,21164,1st of 8,,90,94
64,1951,New York Yankees,AL,98,56,1,Won WS (4-2),Yankee Stadium I,1950107,25001,1st of 8,,93,96
65,1950,New York Yankees,AL,98,56,1,Won WS (4-0),Yankee Stadium I,2081380,27031,1st of 8,,94,97
66,1949,New York Yankees,AL,97,57,1,Won WS (4-1),Yankee Stadium I,2283676,29278,1st of 8,,96,100
67,1948,New York Yankees,AL,94,60,3,,Yankee Stadium I,2373901,30830,2nd of 8,,95,99
68,1947,New York Yankees,AL,97,57,1,Won WS (4-3),Yankee Stadium I,2178937,28298,1st of 8,,95,99
69,1946,New York Yankees,AL,87,67,3,,Yankee Stadium I,2265512,29422,1st of 8,,98,101
70,1945,New York Yankees,AL,81,71,4,,Yankee Stadium I,881845,11603,2nd of 8,,103,104
71,1944,New York Yankees,AL,83,71,3,,Yankee Stadium I,789995,10128,2nd of 8,,102,103
72,1943,New York Yankees,AL,98,56,1,Won WS (4-1),Yankee Stadium I,618330,8030,1st of 8,,98,101
73,1942,New York Yankees,AL,103,51,1,Lost WS (4-1),Yankee Stadium I,922011,11974,1st of 8,,94,98
74,1941,New York Yankees,AL,101,53,1,Won WS (4-1),Yankee Stadium I,964722,12368,1st of 8,,95,99
75,1940,New York Yankees,AL,88,66,3,,Yankee Stadium I,988975,13013,2nd of 8,,92,96
76,1939,New York Yankees,AL,106,45,1,Won WS (4-0),Yankee Stadium I,859785,11166,1st of 8,,94,99
77,1938,New York Yankees,AL,99,53,1,Won WS (4-0),Yankee Stadium I,970916,12290,1st of 8,,95,100
78,1937,New York Yankees,AL,102,52,1,Won WS (4-1),Yankee Stadium I,998148,12635,2nd of 8,,97,102
79,1936,New York Yankees,AL,102,51,1,Won WS (4-2),Yankee Stadium I,976913,12687,1st of 8,,92,97
80,1935,New York Yankees,AL,89,60,2,,Yankee Stadium I,657508,8885,2nd of 8,,91,95
81,1934,New York Yankees,AL,94,60,2,,Yankee Stadium I,854682,11100,2nd of 8,,91,94
82,1933,New York Yankees,AL,91,59,2,,Yankee Stadium I,728014,9707,1st of 8,,91,94
83,1932,New York Yankees,AL,107,47,1,Won WS (4-0),Yankee Stadium I,962320,12498,1st of 8,,91,95
84,1931,New York Yankees,AL,94,59,2,,Yankee Stadium I,912437,11850,1st of 8,,91,95
85,1930,New York Yankees,AL,86,68,3,,Yankee Stadium I,1169230,15385,1st of 8,,93,96
86,1929,New York Yankees,AL,88,66,2,,Yankee Stadium I,960148,12469,1st of 8,,91,94
87,1928,New York Yankees,AL,101,53,1,Won WS (4-0),Yankee Stadium I,1072132,13924,1st of 8,,94,98
88,1927,New York Yankees,AL,110,44,1,Won WS (4-0),Yankee Stadium I,1164015,15117,1st of 8,,94,98
89,1926,New York Yankees,AL,91,63,1,Lost WS (4-3),Yankee Stadium I,1027675,13702,1st of 8,,96,99
90,1925,New York Yankees,AL,69,85,7,,Yankee Stadium I,697267,8826,5th of 8,,97,98
91,1924,New York Yankees,AL,89,63,2,,Yankee Stadium I,1053533,13507,1st of 8,,99,100
92,1923,New York Yankees,AL,98,54,1,Won WS (4-2),Yankee Stadium I,1007066,13251,1st of 8,,99,102
93,1922,New York Yankees,AL,94,60,1,Lost WS (4-0),Polo Grounds V,1026134,13326,1st of 8,,99,102
94,1921,New York Yankees,AL,98,55,1,Lost WS (5-3),Polo Grounds V,1230696,15778,1st of 8,,98,102
95,1920,New York Yankees,AL,95,59,3,,Polo Grounds V,1289422,16746,1st of 8,,101,104
96,1919,New York Yankees,AL,80,59,3,,Polo Grounds V,619164,8482,3rd of 8,,99,100
97,1918,New York Yankees,AL,60,63,4,,Polo Grounds V,282047,4210,2nd of 8,,101,102
98,1917,New York Yankees,AL,71,82,6,,Polo Grounds V,330294,4404,5th of 8,,101,101
99,1916,New York Yankees,AL,80,74,4,,Polo Grounds V,469211,5939,5th of 8,,103,102
100,1915,New York Yankees,AL,69,83,5,,Polo Grounds V,256035,3122,4th of 8,,100,100
101,1914,New York Yankees,AL,70,84,6,,Polo Grounds V,359477,4609,4th of 8,,101,100
102,1913,New York Yankees,AL,57,94,7,,Polo Grounds V,357551,4767,6th of 8,,102,100
103,1912,New York Highlanders,AL,50,102,8,,Hilltop Park &  Polo Grounds V,242194,3187,7th of 8,,108,106
104,1911,New York Highlanders,AL,76,76,6,,Hilltop Park,302444,3928,6th of 8,,107,106
105,1910,New York Highlanders,AL,88,63,2,,Hilltop Park,355857,4622,5th of 8,,105,106
106,1909,New York Highlanders,AL,74,77,5,,Hilltop Park,501000,6506,3rd of 8,,103,101
107,1908,New York Highlanders,AL,51,103,8,,Hilltop Park,305500,3968,7th of 8,,103,100
108,1907,New York Highlanders,AL,70,78,5,,Hilltop Park,350020,4667,6th of 8,,110,108
109,1906,New York Highlanders,AL,90,61,2,,Hilltop Park,434700,5720,3rd of 8,,110,110
110,1905,New York Highlanders,AL,71,78,6,,Hilltop Park,309100,4121,6th of 8,,110,111
111,1904,New York Highlanders,AL,92,59,2,,Hilltop Park &  Wiedenmeyer's Park,438919,5852,4th of 8,,105,105
112,1903,New York Highlanders,AL,72,62,4,,Hilltop Park,211808,3161,7th of 8,,105,106

1,2014,Tampa Bay Rays,AL East,77,85,4,,Tropicana Field,1446464,17858,14th of 15,$77825500,97,97
2,2013,Tampa Bay Rays,AL East,92,71,2,Lost LDS (3-1),Tropicana Field,1510300,18646,15th of 15,$71163500,96,97
3,2012,Tampa Bay Rays,AL East,90,72,3,,Tropicana Field,1559681,19255,14th of 14,$63368700,94,95
4,2011,Tampa Bay Rays,AL East,91,71,2,Lost LDS (3-1),Tropicana Field,1529188,18879,13th of 14,$41053571,92,93
5,2010,Tampa Bay Rays,AL East,96,66,1,Lost LDS (3-2),Tropicana Field,1864999,23025,9th of 14,$71923471,94,95
6,2009,Tampa Bay Rays,AL East,84,78,3,,Tropicana Field,1874962,23148,11th of 14,$67270334,97,98
7,2008,Tampa Bay Rays,AL East,97,65,1,Lost WS (4-1),Tropicana Field &  Ballpark at Disney's Wide World of Sports,1811986,22370,12th of 14,$44970597,101,101
8,2007,Tampa Bay Devil Rays,AL East,66,96,5,,Tropicana Field &  Ballpark at Disney's Wide World of Sports,1387603,17131,14th of 14,$24123500,100,98
9,2006,Tampa Bay Devil Rays,AL East,61,101,5,,Tropicana Field,1368950,16901,14th of 14,$34917967,100,99
10,2005,Tampa Bay Devil Rays,AL East,67,95,5,,Tropicana Field,1141669,14095,14th of 14,$29679067,100,98
11,2004,Tampa Bay Devil Rays,AL East,70,91,4,,Tropicana Field &  Tokyo Dome,1274911,15936,14th of 14,$29856667,97,96
12,2003,Tampa Bay Devil Rays,AL East,63,99,5,,Tropicana Field,1058695,13070,14th of 14,$19630000,97,95
13,2002,Tampa Bay Devil Rays,AL East,55,106,5,,Tropicana Field,1065742,13157,14th of 14,$34380000,99,97
